"nrun","msd","forloop","lapply_","tidyverse_"
50,21.7278788089752,8.88340950012207,11.548761844635,2192.02357673645
150,54.5166301727295,22.8218097686768,33.8761873245239,8061.4855773449
200,112.512214899063,43.8579738140106,75.8552341461182,13978.5329022408
