"areaId","N1","w_total","Peri","Malabo","Baney","Luba","Riaba","Moka","Ureka","N2.ti_mal","N2.ti_ban","N2.ti_lub","N2.ti_ria","N2.ti_mok","N2.ti_ure","N2.to","t.ti_mal","t.ti_ban","t.ti_lub","t.ti_ria","t.ti_mok","t.ti_ure","t.to","t_mal","dest"
211,245,19,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,8.68765897749425,23.3147522806757,73.2654595602632,77.0970411642308,94.26199335,124.6979647,148.687658977494,8.68765897749425,"to"
211,245,19,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,8.68765897749425,23.3147522806757,73.2654595602632,77.0970411642308,94.26199335,124.6979647,148.687658977494,8.68765897749425,"ti_lub"
211,245,19,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,8.68765897749425,23.3147522806757,73.2654595602632,77.0970411642308,94.26199335,124.6979647,148.687658977494,8.68765897749425,"ti_lub"
212,39,1,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,9.84146775650575,24.0627247508108,74.9727357955263,78.1583526015385,95.96926961,126.405241,149.841467756506,9.84146775650575,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"to"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"ti_lub"
218,691,26,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,10.2764935855517,19.9652174254595,77.9814325571053,74.8963677730769,98.977966348,129.4139377,150.276493585552,10.2764935855517,"ti_lub"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
219,3185,108,0,0,0,0,1,0,0,189560,27025,6434,2187,680,64,1071785,11.2162886181264,18.1328270248378,79.8102856731579,73.0527375488462,100.806819454,131.2427908,151.216288618126,11.2162886181264,"to"
