"areaId","dest","w","N1","N2","d","d_mal","t","t_mal","Peri","Malabo","Baney","Luba","Riaba","Moka","Ureka"
218,"ti_lub",2,691,6434,41087.729942394,2522.91379229575,77.9814325571053,10.2764935855517,0,0,0,0,1,0,0
218,"ti_ria",0,691,2187,38125.2896169467,2522.91379229575,74.8963677730769,10.2764935855517,0,0,0,0,1,0,0
218,"ti_mok",0,691,680,47771.8070783908,2522.91379229575,98.977966348,10.2764935855517,0,0,0,0,1,0,0
218,"ti_ure",0,691,64,60774.2980602232,2522.91379229575,129.4139377,10.2764935855517,0,0,0,0,1,0,0
219,"to",76,3185,1071785,238479.488893046,2993.47378043828,151.216288618126,11.2162886181264,0,0,0,0,1,0,0
219,"ti_ban",14,3185,27025,6358.39141699118,2993.47378043828,18.1328270248378,11.2162886181264,0,0,0,0,1,0,0
219,"ti_mal",2,3185,189560,2993.47378043828,2993.47378043828,11.2162886181264,11.2162886181264,0,0,0,0,1,0,0
219,"ti_lub",9,3185,6434,41674.7526574683,2993.47378043828,79.8102856731579,11.2162886181264,0,0,0,0,1,0,0
219,"ti_ria",4,3185,2187,38203.7976566721,2993.47378043828,73.0527375488462,11.2162886181264,0,0,0,0,1,0,0
219,"ti_mok",2,3185,680,48065.0986824652,2993.47378043828,100.806819454,11.2162886181264,0,0,0,0,1,0,0
219,"ti_ure",1,3185,64,61142.5454545425,2993.47378043828,131.2427908,11.2162886181264,0,0,0,0,1,0,0
220,"to",71,3384,1071785,239167.191526763,3681.17641415458,151.908066565069,11.908066565069,0,0,0,0,1,0,0
220,"ti_ban",34,3384,27025,5666.89927994363,3681.17641415458,18.8173274088649,11.908066565069,0,0,0,0,1,0,0
220,"ti_mal",1,3384,189560,3681.17641415458,3681.17641415458,11.908066565069,11.908066565069,0,0,0,0,1,0,0
220,"ti_lub",25,3384,6434,42277.2215508896,3681.17641415458,80.5334459026316,11.908066565069,0,0,0,0,1,0,0
220,"ti_ria",0,3384,2187,38308.1938754266,3681.17641415458,73.7758977807692,11.908066565069,0,0,0,0,1,0,0
220,"ti_mok",4,3384,680,48377.2377597351,3681.17641415458,101.529979714,11.908066565069,0,0,0,0,1,0,0
220,"ti_ure",0,3384,64,61524.8071937786,3681.17641415458,131.9659511,11.908066565069,0,0,0,0,1,0,0
270,"to",1,43,1071785,241831.830688887,6345.81557627907,147.863673875149,7.86367387514942,0,0,0,0,1,0,0
270,"ti_ban",0,43,27025,13082.3313759397,6345.81557627907,22.4987040074865,7.86367387514942,0,0,0,0,1,0,0
270,"ti_mal",0,43,189560,6345.81557627907,6345.81557627907,7.86367387514942,7.86367387514942,0,0,0,0,1,0,0
270,"ti_lub",0,43,6434,36584.3133757846,6345.81557627907,72.2978928863158,7.86367387514942,0,0,0,0,1,0,0
270,"ti_ria",0,43,2187,37320.3277320009,6345.81557627907,76.2168889561539,7.86367387514942,0,0,0,0,1,0,0
270,"ti_mok",0,43,680,45289.9577762837,6345.81557627907,93.294426684,7.86367387514942,0,0,0,0,1,0,0
270,"ti_ure",0,43,64,57649.4248557251,6345.81557627907,123.730398,7.86367387514942,0,0,0,0,1,0,0
271,"to",4,47,1071785,240862.283547468,5376.26843486041,147.833183858299,7.83318385829885,0,0,0,0,1,0,0
271,"ti_ban",0,47,27025,12119.2490335012,5376.26843486041,21.9432929234324,7.83318385829885,0,0,0,0,1,0,0
271,"ti_mal",0,47,189560,5376.26843486041,5376.26843486041,7.83318385829885,7.83318385829885,0,0,0,0,1,0,0
271,"ti_lub",0,47,6434,37054.4301422161,5376.26843486041,72.8533039694737,7.83318385829885,0,0,0,0,1,0,0
271,"ti_ria",0,47,2187,37213.3493782803,5376.26843486041,76.0389207711538,7.83318385829885,0,0,0,0,1,0,0
271,"ti_mok",0,47,680,45445.8108306156,5376.26843486041,93.849837754,7.83318385829885,0,0,0,0,1,0,0
271,"ti_ure",0,47,64,57917.0418404658,5376.26843486041,124.2858091,7.83318385829885,0,0,0,0,1,0,0
272,"to",7,247,1071785,239905.696289703,4419.6811770953,147.789983002678,7.78998300267816,0,0,1,0,0,0,0
272,"ti_ban",0,247,27025,11162.413835845,4419.6811770953,21.3878818403784,7.78998300267816,0,0,1,0,0,0,0
272,"ti_mal",0,247,189560,4419.6811770953,4419.6811770953,7.78998300267816,7.78998300267816,0,0,1,0,0,0,0
272,"ti_lub",0,247,6434,37545.2345433895,4419.6811770953,73.4087150523684,7.78998300267816,0,0,1,0,0,0,0
272,"ti_ria",0,247,2187,37132.9374814659,4419.6811770953,75.726903215,7.78998300267816,0,0,1,0,0,0,0
272,"ti_mok",0,247,680,45623.0037910723,4419.6811770953,94.405248844,7.78998300267816,0,0,1,0,0,0,0
272,"ti_ure",0,247,64,58200.5738912523,4419.6811770953,124.8412202,7.78998300267816,0,0,1,0,0,0,0
273,"to",20,302,1071785,238972.751011593,3486.73589898499,147.803671012356,7.80367101235632,0,0,1,0,0,0,0
273,"ti_ban",0,302,27025,10213.581223524,3486.73589898499,20.8324707563243,7.80367101235632,0,0,1,0,0,0,0
273,"ti_mal",0,302,189560,3486.73589898499,3486.73589898499,7.80367101235632,7.80367101235632,0,0,1,0,0,0,0
273,"ti_lub",0,302,6434,38055.9261228531,3486.73589898499,73.9641261357895,7.80367101235632,0,0,1,0,0,0,0
273,"ti_ria",0,302,2187,37079.2647090775,3486.73589898499,75.3666399353846,7.80367101235632,0,0,1,0,0,0,0
273,"ti_mok",0,302,680,45821.2889827978,3486.73589898499,94.960659934,7.80367101235632,0,0,1,0,0,0,0
273,"ti_ure",0,302,64,58499.7895262352,3486.73589898499,125.3966313,7.80367101235632,0,0,1,0,0,0,0
274,"to",10,545,1071785,238088.993482645,2602.97837003689,147.993898742103,7.99389874210345,0,0,1,0,0,0,0
274,"ti_ban",0,545,27025,9275.20748837693,2602.97837003689,20.2770596725135,7.99389874210345,0,0,1,0,0,0,0
274,"ti_mal",0,545,189560,2602.97837003689,2602.97837003689,7.99389874210345,7.99389874210345,0,0,1,0,0,0,0
274,"ti_lub",1,545,6434,38585.7151827011,2602.97837003689,74.5195372165789,7.99389874210345,0,0,1,0,0,0,0
274,"ti_ria",0,545,2187,37052.4473150058,2602.97837003689,74.9821245680769,7.99389874210345,0,0,1,0,0,0,0
274,"ti_mok",0,545,680,46040.3939007809,2602.97837003689,95.516071024,7.99389874210345,0,0,1,0,0,0,0
274,"ti_ure",0,545,64,58814.4493768203,2602.97837003689,125.9520424,7.99389874210345,0,0,1,0,0,0,0
275,"to",29,841,1071785,237326.689889668,1840.67477705946,148.118955723264,8.11895572326437,0,0,1,0,0,0,0
275,"ti_ban",0,841,27025,8350.81862642139,1840.67477705946,19.7216485897838,8.11895572326437,0,0,1,0,0,0,0
275,"ti_mal",0,841,189560,1840.67477705946,1840.67477705946,8.11895572326437,8.11895572326437,0,0,1,0,0,0,0
275,"ti_lub",0,841,6434,39133.8260795565,1840.67477705946,75.0749483021053,8.11895572326437,0,0,1,0,0,0,0
275,"ti_ria",0,841,2187,37052.5434482358,1840.67477705946,74.5676768269231,8.11895572326437,0,0,1,0,0,0,0
275,"ti_mok",0,841,680,46280.0227448695,1840.67477705946,96.071482114,8.11895572326437,0,0,1,0,0,0,0
275,"ti_ure",0,841,64,59144.3068771709,1840.67477705946,126.5074535,8.11895572326437,0,0,1,0,0,0,0
276,"to",121,3237,1071785,236898.490123699,1412.4750110908,148.259262744632,8.25926274463218,0,0,1,0,0,0,0
276,"ti_ban",13,3237,27025,7445.62510019246,1412.4750110908,19.1662375053243,8.25926274463218,0,0,1,0,0,0,0
276,"ti_mal",2,3237,189560,1412.4750110908,1412.4750110908,8.25926274463218,8.25926274463218,0,0,1,0,0,0,0
276,"ti_lub",8,3237,6434,39699.4999184788,1412.4750110908,75.6303593892105,8.25926274463218,0,0,1,0,0,0,0
276,"ti_ria",2,3237,2187,37079.5529465767,1412.4750110908,74.0883303584615,8.25926274463218,0,0,1,0,0,0,0
276,"ti_mok",3,3237,680,46539.8585199484,1412.4750110908,96.626893186,8.25926274463218,0,0,1,0,0,0,0
276,"ti_ure",0,3237,64,59489.1092502027,1412.4750110908,127.0628645,8.25926274463218,0,0,1,0,0,0,0
277,"to",406,11034,1071785,237097.380549439,1611.36543683061,148.729658519793,8.72965851979311,0,0,1,0,0,0,0
277,"ti_ban",26,11034,27025,6567.56817105911,1611.36543683061,18.3331208804054,8.72965851979311,0,0,1,0,0,0,0
277,"ti_mal",1,11034,189560,1611.36543683061,1611.36543683061,8.72965851979311,8.72965851979311,0,0,1,0,0,0,0
277,"ti_lub",30,11034,6434,40281.9968713204,1611.36543683061,76.46347601,8.72965851979311,0,0,1,0,0,0,0
277,"ti_ria",7,11034,2187,37133.417039491,1611.36543683061,73.26427123,8.72965851979311,0,0,1,0,0,0,0
277,"ti_mok",1,11034,680,46819.5648114813,1611.36543683061,97.46000982,8.72965851979311,0,0,1,0,0,0,0
277,"ti_ure",0,11034,64,59848.5982316252,1611.36543683061,127.8959812,8.72965851979311,0,0,1,0,0,0,0
278,"to",369,13054,1071785,237764.681030711,2278.66591810284,149.538224234172,9.53822423417242,0,0,1,0,0,0,0
278,"ti_ban",45,13054,27025,5729.13829171209,2278.66591810284,16.4004219111351,9.53822423417242,0,0,1,0,0,0,0
278,"ti_mal",2,13054,189560,2278.66591810284,2278.66591810284,9.53822423417242,9.53822423417242,0,0,1,0,0,0,0
278,"ti_lub",35,13054,6434,40880.5975821887,2278.66591810284,78.0778805560526,9.53822423417242,0,0,1,0,0,0,0
278,"ti_ria",18,13054,2187,37214.0189591393,2278.66591810284,71.3203324369231,9.53822423417242,0,0,1,0,0,0,0
278,"ti_mok",3,13054,680,47118.7875660934,2278.66591810284,99.074414348,9.53822423417242,0,0,1,0,0,0,0
278,"ti_ure",0,13054,64,60222.5106199031,2278.66591810284,129.5103857,9.53822423417242,0,0,1,0,0,0,0
279,"to",207,10886,1071785,238613.720698612,3127.7055860039,150.994604125908,10.994604125908,0,0,1,0,0,0,0
279,"ti_ban",40,10886,27025,4950.5100521421,3127.7055860039,17.3195266468378,10.994604125908,0,0,1,0,0,0,0
279,"ti_mal",5,10886,189560,3127.7055860039,3127.7055860039,10.994604125908,10.994604125908,0,0,1,0,0,0,0
279,"ti_lub",36,10886,6434,41494.6052710851,3127.7055860039,79.4881935213158,10.994604125908,0,0,1,0,0,0,0
279,"ti_ria",13,10886,2187,37321.1855372907,3127.7055860039,72.2690424761538,10.994604125908,0,0,1,0,0,0,0
279,"ti_mok",5,10886,680,47437.157584834,3127.7055860039,100.484727328,10.994604125908,0,0,1,0,0,0,0
279,"ti_ure",0,10886,64,60610.5796138234,3127.7055860039,130.9206987,10.994604125908,0,0,1,0,0,0,0
280,"to",3,308,1071785,239531.650494283,4045.63538167516,151.643613050161,11.6436130501609,1,0,0,0,0,0,0
280,"ti_ban",0,308,27025,4264.56590636847,4045.63538167516,16.6519948763514,11.6436130501609,1,0,0,0,0,0,0
280,"ti_mal",0,308,189560,4045.63538167516,4045.63538167516,11.6436130501609,11.6436130501609,1,0,0,0,0,0,0
280,"ti_lub",1,308,6434,42123.3460444165,4045.63538167516,79.969890495,11.6436130501609,1,0,0,0,0,0,0
280,"ti_ria",0,308,2187,37454.6886820507,4045.63538167516,71.63990676,11.6436130501609,1,0,0,0,0,0,0
280,"ti_mok",0,308,680,47774.2919736444,4045.63538167516,100.966424308,11.6436130501609,1,0,0,0,0,0,0
280,"ti_ure",0,308,64,61012.5349789894,4045.63538167516,131.4023957,11.6436130501609,1,0,0,0,0,0,0
281,"to",22,551,1071785,240480.63100789,4994.61589528179,152.228061701299,12.2280617012988,1,0,0,0,0,0,0
281,"ti_ban",0,551,27025,3722.89365132426,4994.61589528179,16.1404938478108,12.2280617012988,1,0,0,0,0,0,0
281,"ti_mal",1,551,189560,4994.61589528179,4994.61589528179,12.2280617012988,12.2280617012988,1,0,0,0,0,0,0
281,"ti_lub",1,551,6434,42766.1702325719,4994.61589528179,80.5253068363158,12.2280617012988,1,0,0,0,0,0,0
281,"ti_ria",0,551,2187,37614.2478824038,4994.61589528179,71.0844904188461,12.2280617012988,1,0,0,0,0,0,0
281,"ti_mok",0,551,680,48129.7964275556,4994.61589528179,101.521840636,12.2280617012988,1,0,0,0,0,0,0
281,"ti_ure",0,551,64,61428.1041635788,4994.61589528179,131.957812,12.2280617012988,1,0,0,0,0,0,0
282,"to",63,1568,1071785,241445.847671105,5959.83255849726,151.353071033701,11.3530710337011,1,0,0,0,0,0,0
282,"ti_ban",1,1568,27025,3395.26042304868,5959.83255849726,14.7787346868649,11.3530710337011,1,0,0,0,0,0,0
282,"ti_mal",32,1568,189560,5959.83255849726,5959.83255849726,11.3530710337011,11.3530710337011,1,0,0,0,0,0,0
282,"ti_lub",8,1568,6434,43422.4522239544,5959.83255849726,79.6503161723684,11.3530710337011,1,0,0,0,0,0,0
282,"ti_ria",3,1568,2187,37799.5331912285,5959.83255849726,69.4232838230769,11.3530710337011,1,0,0,0,0,0,0
282,"ti_mok",0,1568,680,48503.2669771468,5959.83255849726,100.646849954,11.3530710337011,1,0,0,0,0,0,0
282,"ti_ure",0,1568,64,61857.0127306541,5959.83255849726,131.0828213,11.3530710337011,1,0,0,0,0,0,0
283,"to",6,53,1071785,242420.523867014,6934.50875440584,151.908482117218,11.9084821172184,1,0,0,0,0,0,0
283,"ti_ban",1,53,27025,3345.15870573649,6934.50875440584,14.9606840964595,11.9084821172184,1,0,0,0,0,0,0
283,"ti_mal",1,53,189560,6934.50875440584,6934.50875440584,11.9084821172184,11.9084821172184,1,0,0,0,0,0,0
283,"ti_lub",0,53,6434,44091.5910370894,6934.50875440584,80.2057272534211,11.9084821172184,1,0,0,0,0,0,0
283,"ti_ria",0,53,2187,38010.168272457,6934.50875440584,69.6540834092308,11.9084821172184,1,0,0,0,0,0,0
283,"ti_mok",0,53,680,48894.2918429712,6934.50875440584,101.202261044,11.9084821172184,1,0,0,0,0,0,0
283,"ti_ure",0,53,64,62298.9850953181,6934.50875440584,131.6382324,11.9084821172184,1,0,0,0,0,0,0
329,"to",15,316,1071785,241689.039500274,6203.02438766608,147.824586394172,7.82458639417241,0,0,0,0,1,0,0
329,"ti_ban",0,316,27025,12865.4191485441,6203.02438766608,22.6297529852703,7.82458639417241,0,0,0,0,1,0,0
329,"ti_mal",0,316,189560,6203.02438766608,6203.02438766608,7.82458639417241,7.82458639417241,0,0,0,0,1,0,0
329,"ti_lub",0,316,6434,35704.661948285,6203.02438766608,72.332775238421,7.82458639417241,0,0,0,0,1,0,0
329,"ti_ria",0,316,2187,36333.6755085352,6203.02438766608,76.3250495353846,7.82458639417241,0,0,0,0,1,0,0
329,"ti_mok",0,316,680,44306.6687125586,6203.02438766608,93.329309036,7.82458639417241,0,0,0,0,1,0,0
329,"ti_ure",0,316,64,56690.1121804984,6203.02438766608,123.7652804,7.82458639417241,0,0,0,0,1,0,0
330,"to",1,108,1071785,240692.960841971,5206.94572936284,148.518252372402,8.5182523724023,0,0,0,0,1,0,0
330,"ti_ban",0,108,27025,11884.7620661594,5206.94572936284,22.9169659345405,8.5182523724023,0,0,0,0,1,0,0
330,"ti_mal",0,108,189560,5206.94572936284,5206.94572936284,8.5182523724023,8.5182523724023,0,0,0,0,1,0,0
330,"ti_lub",0,108,6434,36186.2141949329,5206.94572936284,73.7308313707895,8.5182523724023,0,0,0,0,1,0,0
330,"ti_ria",0,108,2187,36223.783114367,5206.94572936284,77.0141363123077,8.5182523724023,0,0,0,0,1,0,0
330,"ti_mok",1,108,680,44465.9707490975,5206.94572936284,94.727365154,8.5182523724023,0,0,0,0,1,0,0
330,"ti_ure",0,108,64,56962.2398863474,5206.94572936284,125.1633365,8.5182523724023,0,0,0,0,1,0,0
331,"to",13,484,1071785,239698.082143576,4212.06703096801,148.470546071655,8.47054607165517,0,0,1,0,0,0,0
331,"ti_ban",0,484,27025,10907.3658965334,4212.06703096801,22.3615443437027,8.47054607165517,0,0,1,0,0,0,0
331,"ti_mal",0,484,189560,4212.06703096801,4212.06703096801,8.47054607165517,8.47054607165517,0,0,1,0,0,0,0
331,"ti_lub",0,484,6434,36688.6406687542,4212.06703096801,74.28625296,8.47054607165517,0,0,1,0,0,0,0
331,"ti_ria",0,484,2187,36141.1693258896,4212.06703096801,76.7069966942308,8.47054607165517,0,0,1,0,0,0,0
331,"ti_mok",0,484,680,44647.0550635529,4212.06703096801,95.282786748,8.47054607165517,0,0,1,0,0,0,0
331,"ti_ure",0,484,64,57250.5042900574,4212.06703096801,125.7187581,8.47054607165517,0,0,1,0,0,0,0
332,"to",6,123,1071785,238705.515098843,3219.4999862352,147.669422738299,7.66942273829885,0,0,1,0,0,0,0
332,"ti_ban",0,123,27025,9934.19279174808,3219.4999862352,20.9634882127568,7.66942273829885,0,0,1,0,0,0,0
332,"ti_mal",0,123,189560,3219.4999862352,3219.4999862352,7.66942273829885,7.66942273829885,0,0,1,0,0,0,0
332,"ti_lub",0,123,6434,37211.0960552921,3219.4999862352,73.9990400089474,7.66942273829885,0,0,1,0,0,0,0
332,"ti_ria",0,123,2187,36086.0216199296,3219.4999862352,75.5089751969231,7.66942273829885,0,0,1,0,0,0,0
332,"ti_mok",0,123,680,44849.6579977925,3219.4999862352,94.99557382,7.66942273829885,0,0,1,0,0,0,0
332,"ti_ure",0,123,64,57554.6631393225,3219.4999862352,125.4315452,7.66942273829885,0,0,1,0,0,0,0
333,"to",66,1881,1071785,237718.344738259,2232.32962565056,148.553540584713,8.55354058471264,0,0,1,0,0,0,0
333,"ti_ban",0,1881,27025,8966.61787337463,2232.32962565056,21.2507011619459,8.55354058471264,0,0,1,0,0,0,0
333,"ti_mal",0,1881,189560,2232.32962565056,2232.32962565056,8.55354058471264,8.55354058471264,0,0,1,0,0,0,0
333,"ti_lub",1,1881,6434,37752.748672893,2232.32962565056,75.3970961431579,8.55354058471264,0,0,1,0,0,0,0
333,"ti_ria",2,1881,2187,36058.4659689255,2232.32962565056,75.9670870919231,8.55354058471264,0,0,1,0,0,0,0
333,"ti_mok",0,1881,680,45073.4892905329,2232.32962565056,96.393629938,8.55354058471264,0,0,1,0,0,0,0
333,"ti_ure",0,1881,64,57874.4657383773,2232.32962565056,126.8296013,8.55354058471264,0,0,1,0,0,0,0
334,"to",369,11234,1071785,236749.284478793,1263.26936618486,148.701883473057,8.70188347305747,0,0,1,0,0,0,0
334,"ti_ban",4,11234,27025,8006.67043470793,1263.26936618486,20.6952795713513,8.70188347305747,0,0,1,0,0,0,0
334,"ti_mal",1,11234,189560,1263.26936618486,1263.26936618486,8.70188347305747,8.70188347305747,0,0,1,0,0,0,0
334,"ti_lub",11,11234,6434,38312.7842882296,1263.26936618486,75.9525177302632,8.70188347305747,0,0,1,0,0,0,0
334,"ti_ria",4,11234,2187,36058.5654659244,1263.26936618486,75.5575132576923,8.70188347305747,0,0,1,0,0,0,0
334,"ti_mok",1,11234,680,45318.2342972955,1263.26936618486,96.949051532,8.70188347305747,0,0,1,0,0,0,0
334,"ti_ure",0,11234,64,58209.6541819772,1263.26936618486,127.3850229,8.70188347305747,0,0,1,0,0,0,0
335,"to",382,19485,1071785,235936.390945977,450.375833369167,148.077388316115,8.07738831611494,0,0,1,0,0,0,0
335,"ti_ban",88,19485,27025,7057.46344181781,450.375833369167,19.4872315817838,8.07738831611494,0,0,1,0,0,0,0
335,"ti_mal",0,19485,189560,450.375833369167,450.375833369167,8.07738831611494,8.07738831611494,0,0,1,0,0,0,0
335,"ti_lub",95,19485,6434,38890.408639287,450.375833369167,75.4693802207895,8.07738831611494,0,0,1,0,0,0,0
335,"ti_ria",19,19485,2187,36086.3198279446,450.375833369167,74.3967198046154,8.07738831611494,0,0,1,0,0,0,0
335,"ti_mok",11,19485,680,45583.5560854166,450.375833369167,96.465914028,8.07738831611494,0,0,1,0,0,0,0
335,"ti_ure",0,19485,64,58559.9642052362,450.375833369167,126.9018854,8.07738831611494,0,0,1,0,0,0,0
336,"to",391,17457,1071785,236382.819688676,896.804576067461,148.649403246345,8.64940324634483,0,0,1,0,0,0,0
336,"ti_ban",29,17457,27025,6123.99268675704,896.804576067461,18.3763988966216,8.64940324634483,0,0,1,0,0,0,0
336,"ti_mal",2,17457,189560,896.804576067461,896.804576067461,8.64940324634483,8.64940324634483,0,0,1,0,0,0,0
336,"ti_lub",34,17457,6434,39484.8499632596,896.804576067461,76.5802129092105,8.64940324634483,0,0,1,0,0,0,0
336,"ti_ria",15,17457,2187,36141.6653992298,896.804576067461,73.3137193561538,8.64940324634483,0,0,1,0,0,0,0
336,"ti_mok",1,17457,680,45869.0976967414,896.804576067461,97.576746718,8.64940324634483,0,0,1,0,0,0,0
336,"ti_ure",0,17457,64,58925.1262469815,896.804576067461,128.0127181,8.64940324634483,0,0,1,0,0,0,0
337,"to",267,15012,1071785,237329.952706136,1843.93759352773,149.226870768483,9.22687076848276,0,0,1,0,0,0,0
337,"ti_ban",21,15012,27025,5214.71556472788,1843.93759352773,16.1547335776757,9.22687076848276,0,0,1,0,0,0,0
337,"ti_mal",2,15012,189560,1843.93759352773,1843.93759352773,9.22687076848276,9.22687076848276,0,0,1,0,0,0,0
337,"ti_lub",21,15012,6434,40095.360057581,1843.93759352773,77.5249854021053,9.22687076848276,0,0,1,0,0,0,0
337,"ti_ria",8,15012,2187,36224.4755538329,1843.93759352773,71.0920540403846,9.22687076848276,0,0,1,0,0,0,0
337,"ti_mok",1,15012,680,46174.4838258111,1843.93759352773,98.521519214,9.22687076848276,0,0,1,0,0,0,0
337,"ti_ure",0,15012,64,59304.8657645923,1843.93759352773,128.9574906,9.22687076848276,0,0,1,0,0,0,0
338,"to",88,6008,1071785,238312.740692667,2826.72558005902,149.488392777828,9.48839277782759,1,0,0,0,0,0,0
338,"ti_ban",10,6008,27025,4344.84758522676,2826.72558005902,15.6167271715946,9.48839277782759,1,0,0,0,0,0,0
338,"ti_mal",21,6008,189560,2826.72558005902,2826.72558005902,9.48839277782759,9.48839277782759,1,0,0,0,0,0,0
338,"ti_lub",14,6008,6434,40721.216273981,2826.72558005902,77.7557887442105,9.48839277782759,1,0,0,0,0,0,0
338,"ti_ria",4,6008,2187,36334.5624754134,2826.72558005902,70.5366376961538,9.48839277782759,1,0,0,0,0,0,0
