"Cutoffs","AIC Far","AIC Near","Residual Far","Residual Near","AIC Sum","Residual Sum"
0,4187.59931942615,24,454216.677398459,0,4187.59931942615,454216.677398459
50,2895.81513862462,1083.58316611109,154813.302057192,46678.4331467344,3955.39830473571,201491.735203926
100,1367.58868434094,2617.82531455013,85505.4524026377,132266.239414382,3961.41399889107,217771.69181702
150,684.628451871475,3395.12247399302,24609.003214597,2059565.14010798,4055.75092586449,2084174.14332257
