areaID,row,col,x,y,pop,pfpr,h,z,lambda
456,4,63,32.187439775,4.062476342,,,,,
457,4,64,32.229106425,4.062476342,,,,,
458,4,65,32.270773075,4.062476342,,,,,
459,4,66,32.312439725,4.062476342,,,,,
460,4,67,32.354106375,4.062476342,,,,,
461,4,68,32.395773025,4.062476342,,,,,
462,4,69,32.437439675,4.062476342,,,,,
463,4,70,32.479106325,4.062476342,,,,,
464,4,71,32.520772975,4.062476342,,,,,
465,4,72,32.562439625,4.062476342,,,,,
466,4,73,32.604106275,4.062476342,,,,,
467,4,74,32.645772925,4.062476342,,,,,
468,4,75,32.687439575,4.062476342,,,,,
469,4,76,32.729106225,4.062476342,,,,,
470,4,77,32.770772875,4.062476342,,,,,
471,4,78,32.812439525,4.062476342,,,,,
472,4,79,32.854106175,4.062476342,,,,,
473,4,80,32.895772825,4.062476342,,,,,
474,4,81,32.937439475,4.062476342,,,,,
475,4,82,32.979106125,4.062476342,,,,,
476,4,83,33.020772775,4.062476342,,,,,
477,4,84,33.062439425,4.062476342,,,,,
478,4,85,33.104106075,4.062476342,,,,,
479,4,86,33.145772725,4.062476342,,,,,
480,4,87,33.187439375,4.062476342,,,,,
481,4,88,33.229106025,4.062476342,,,,,
482,4,89,33.270772675,4.062476342,,,,,
483,4,90,33.312439325,4.062476342,,,,,
484,4,91,33.354105975,4.062476342,,,,,
485,4,92,33.395772625,4.062476342,,,,,
486,4,93,33.437439275,4.062476342,,,,,
487,4,94,33.479105925,4.062476342,,,,,
488,4,95,33.520772575,4.062476342,,,,,
489,4,96,33.562439225,4.062476342,,,,,
490,4,97,33.604105875,4.062476342,,,,,
491,4,98,33.645772525,4.062476342,,,,,
492,4,99,33.687439175,4.062476342,,,,,
493,4,100,33.729105825,4.062476342,,,,,
494,4,101,33.770772475,4.062476342,,,,,
495,4,102,33.812439125,4.062476342,,,,,
496,4,103,33.854105775,4.062476342,,0.346228617578745,0.00264793341287348,0.0390723864797476,
497,4,104,33.895772425,4.062476342,,0.349482656344771,0.00268619015121906,0.0393981158326108,
498,4,105,33.937439075,4.062476342,,0.348753722906113,0.0026775870755253,0.0393252091630472,
499,4,106,33.979105725,4.062476342,,0.367183051556349,0.00290117902546225,0.041157990317425,
500,4,107,34.020772375,4.062476342,,0.370471437424421,0.00294245137908214,0.0414827367206645,
501,4,108,34.062439025,4.062476342,,0.326689020693302,0.00242598911003717,0.037101951264215,
502,4,109,34.104105675,4.062476342,,,,,
503,4,110,34.145772325,4.062476342,,,,,
504,4,111,34.187438975,4.062476342,,,,,
505,4,112,34.229105625,4.062476342,,,,,
506,4,113,34.270772275,4.062476342,,,,,
507,4,114,34.312438925,4.062476342,,,,,
508,4,115,34.354105575,4.062476342,,,,,
509,4,116,34.395772225,4.062476342,,,,,
510,4,117,34.437438875,4.062476342,,,,,
511,4,118,34.479105525,4.062476342,,,,,
512,4,119,34.520772175,4.062476342,,,,,
513,4,120,34.562438825,4.062476342,,,,,
514,4,121,34.604105475,4.062476342,,,,,
515,4,122,34.645772125,4.062476342,,,,,
516,4,123,34.687438775,4.062476342,,,,,
517,4,124,34.729105425,4.062476342,,,,,
518,4,125,34.770772075,4.062476342,,,,,
519,4,126,34.812438725,4.062476342,,,,,
520,4,127,34.854105375,4.062476342,,,,,
521,4,128,34.895772025,4.062476342,,,,,
522,4,129,34.937438675,4.062476342,,,,,
523,4,130,34.979105325,4.062476342,,,,,
524,4,131,35.020771975,4.062476342,,,,,
525,5,1,29.604107475,4.020809692,,,,,
526,5,2,29.645774125,4.020809692,,,,,
527,5,3,29.687440775,4.020809692,,,,,
528,5,4,29.729107425,4.020809692,,,,,
529,5,5,29.770774075,4.020809692,,,,,
530,5,6,29.812440725,4.020809692,,,,,
531,5,7,29.854107375,4.020809692,,,,,
532,5,8,29.895774025,4.020809692,,,,,
533,5,9,29.937440675,4.020809692,,,,,
534,5,10,29.979107325,4.020809692,,,,,
535,5,11,30.020773975,4.020809692,,,,,
536,5,12,30.062440625,4.020809692,,,,,
537,5,13,30.104107275,4.020809692,,,,,
538,5,14,30.145773925,4.020809692,,,,,
539,5,15,30.187440575,4.020809692,,,,,
540,5,16,30.229107225,4.020809692,,,,,
541,5,17,30.270773875,4.020809692,,,,,
542,5,18,30.312440525,4.020809692,,,,,
543,5,19,30.354107175,4.020809692,,,,,
544,5,20,30.395773825,4.020809692,,,,,
545,5,21,30.437440475,4.020809692,,,,,
546,5,22,30.479107125,4.020809692,,,,,
547,5,23,30.520773775,4.020809692,,,,,
548,5,24,30.562440425,4.020809692,,,,,
549,5,25,30.604107075,4.020809692,,,,,
550,5,26,30.645773725,4.020809692,,,,,
551,5,27,30.687440375,4.020809692,,,,,
552,5,28,30.729107025,4.020809692,,,,,
553,5,29,30.770773675,4.020809692,,,,,
554,5,30,30.812440325,4.020809692,,,,,
555,5,31,30.854106975,4.020809692,,,,,
556,5,32,30.895773625,4.020809692,,,,,
557,5,33,30.937440275,4.020809692,,,,,
558,5,34,30.979106925,4.020809692,,,,,
559,5,35,31.020773575,4.020809692,,,,,
560,5,36,31.062440225,4.020809692,,,,,
561,5,37,31.104106875,4.020809692,,,,,
562,5,38,31.145773525,4.020809692,,,,,
563,5,39,31.187440175,4.020809692,,,,,
564,5,40,31.229106825,4.020809692,,,,,
565,5,41,31.270773475,4.020809692,,,,,
566,5,42,31.312440125,4.020809692,,,,,
567,5,43,31.354106775,4.020809692,,,,,
568,5,44,31.395773425,4.020809692,,,,,
569,5,45,31.437440075,4.020809692,,,,,
570,5,46,31.479106725,4.020809692,,,,,
571,5,47,31.520773375,4.020809692,,,,,
572,5,48,31.562440025,4.020809692,,,,,
573,5,49,31.604106675,4.020809692,,,,,
574,5,50,31.645773325,4.020809692,,,,,
575,5,51,31.687439975,4.020809692,,,,,
576,5,52,31.729106625,4.020809692,,,,,
577,5,53,31.770773275,4.020809692,,,,,
578,5,54,31.812439925,4.020809692,,,,,
579,5,55,31.854106575,4.020809692,,,,,
580,5,56,31.895773225,4.020809692,,,,,
581,5,57,31.937439875,4.020809692,,,,,
582,5,58,31.979106525,4.020809692,,,,,
583,5,59,32.020773175,4.020809692,,,,,
584,5,60,32.062439825,4.020809692,,,,,
585,5,61,32.104106475,4.020809692,,,,,
