"areaId","dest","w","N1","N2","d","t"
448,"to",0,34,1071785,242216.18476851,148.703508594678
448,"ti_ban",0,34,27025,11658.4463654176,22.9169656203243
448,"ti_mal",0,34,189560,5427.46825168906,8.70350859467816
448,"ti_lub",0,34,6434,34470.1888284756,73.730831055
448,"ti_ria",0,34,2187,34245.4342386918,77.0141359976923
448,"ti_mok",0,34,680,42508.2744363757,94.727364846
448,"ti_ure",0,34,64,55056.8076523989,125.1633362
449,"to",4,93,1071785,241364.133695105,148.667849626977
449,"ti_ban",2,93,27025,10660.2993586349,22.3615440286757
449,"ti_mal",0,93,189560,4481.79018294949,8.66784962697701
449,"ti_lub",0,93,6434,34997.2716113008,74.2862526465789
449,"ti_ria",0,93,2187,34158.0358616072,76.70699638
449,"ti_mok",0,93,680,42697.667782279,95.28278644
449,"ti_ure",0,93,64,55355.003229728,125.7187578
450,"to",16,2729,1071785,240580.708179882,147.865109299379
450,"ti_ban",30,2729,27025,9662.25282680022,20.9634945841892
450,"ti_mal",0,2729,189560,3565.10354831669,7.86510929937931
450,"ti_lub",19,2729,6434,35544.608684308,73.9990463842105
450,"ti_ria",1,2729,2187,34099.681345063,75.5089815726923
450,"ti_mok",6,2729,680,42909.4817015852,94.995580182
450,"ti_ure",0,2729,64,55669.5271322708,125.4315515
451,"to",67,3833,1071785,239914.83543401,148.592268228563
451,"ti_ban",6,3833,27025,8664.34135203011,20.474599703973
451,"ti_mal",1,3833,189560,2707.0219305442,8.59226822856322
451,"ti_lub",25,3833,6434,36111.2790447244,75.3970958236842
451,"ti_ria",3,3833,2187,34070.5199642054,75.2982093096154
451,"ti_mok",3,3833,680,43143.3859954421,96.39362963
451,"ti_ure",0,3833,64,56000.104259725,126.829601
452,"to",90,4216,1071785,239449.953829342,147.484915459724
452,"ti_ban",20,4216,27025,7666.61715935267,18.808319277
452,"ti_mal",0,4216,189560,1985.05698184168,7.48491545972414
452,"ti_lub",32,4216,6434,36696.3871155644,74.5221130836842
452,"ti_ria",2,4216,2187,34070.6266115926,73.7232324596154
452,"ti_mok",3,4216,680,43399.0234870486,95.51864686
452,"ti_ure",0,4216,64,56346.4520946905,125.9546182
453,"to",109,2600,1071785,239292.034758509,147.738284318782
453,"ti_ban",3,2600,27025,6669.16403217892,18.252892450973
453,"ti_mal",0,2600,189560,1596.06082738376,7.73828431878161
453,"ti_lub",6,2600,6434,37299.065164923,75.0775346728947
453,"ti_ria",1,2600,2187,34100.0009596615,73.2148917665385
453,"ti_mok",3,2600,680,43676.0125208345,96.074068456
453,"ti_ure",0,2600,64,56708.2816455985,126.5100398
454,"to",115,3624,1071785,239491.704830354,148.044530514724
454,"ti_ban",1,3624,27025,5672.12464989943,17.697465623
454,"ti_mal",0,3624,189560,1774.49746938755,8.04453051472414
454,"ti_lub",5,3624,6434,37918.4753024441,75.6329614986842
454,"ti_ria",7,3624,2187,34158.5673504337,72.6594649419231
454,"ti_mok",0,3624,680,43973.9494865788,96.629495312
454,"ti_ure",0,3624,64,57085.2984012973,127.0654667
455,"to",4,508,1071785,239986.400928256,148.789056548448
455,"ti_ban",5,508,27025,4675.76342398792,16.5953953925135
455,"ti_mal",0,508,189560,2396.81871028639,8.78905654844827
455,"ti_lub",2,508,6434,38553.8111191327,76.743815151579
455,"ti_ria",1,508,2187,34246.1761511661,71.5486217696154
455,"ti_mok",0,508,680,44292.4117769151,97.740348944
455,"ti_ure",0,508,64,57477.203616981,128.1763203
457,"to",6,885,1071785,241463.804640344,151.719769706885
457,"ti_ban",1,885,27025,2688.08920664106,17.4838599076216
457,"ti_mal",23,885,189560,4113.38411896815,11.7197697068851
457,"ti_lub",0,885,6434,39869.1953149437,79.8786179581579
457,"ti_ria",1,885,2187,34507.5623197621,72.6594844730769
457,"ti_mok",1,885,680,44989.140437144,100.875151748
457,"ti_ure",0,885,64,58304.4668772851,131.3111231
458,"to",8,280,1071785,242321.9957548,153.585385621517
458,"ti_ban",0,280,27025,1702.67800804203,17.1751633910541
458,"ti_mal",9,280,189560,5049.67443843413,13.5853856215172
458,"ti_lub",0,280,6434,40547.7931591596,81.8826307581579
458,"ti_ria",0,280,2187,34680.6902393581,72.201726395
458,"ti_mok",0,280,680,45366.4883453856,102.879164548
458,"ti_ure",0,280,64,58739.2129443103,133.3151359
459,"to",4,615,1071785,243219.654702774,153.680056124954
459,"ti_ban",1,615,27025,752.929105411579,15.3179408323784
459,"ti_mal",13,615,189560,6006.07623911044,13.680056124954
459,"ti_lub",3,615,6434,41239.4155053485,81.9773012602632
459,"ti_ria",1,615,2187,34881.5691920847,69.1822845207692
459,"ti_mok",1,615,680,45762.5293852243,102.973835048
459,"ti_ure",0,615,64,59187.6249968645,133.4098064
460,"to",27,2731,1071785,244142.714468623,153.312327936264
460,"ti_ban",3,2731,27025,478.738648356618,14.0376854842973
460,"ti_mal",162,2731,189560,6974.32035351684,13.3123279362644
460,"ti_lub",25,2731,6434,41943.4180297643,81.6095730744737
460,"ti_ria",9,2731,2187,35109.7228902176,67.2382906757692
460,"ti_mok",0,2731,680,46176.7826092053,102.606106856
460,"ti_ure",1,2731,64,59649.3948563722,133.0420782
502,"to",31,2028,1071785,247184.186699312,149.436990573517
502,"ti_ban",6,2028,27025,16659.1239803938,26.6148043437838
502,"ti_mal",3,2028,189560,10505.60051837,9.43699057351724
502,"ti_lub",11,2028,6434,31263.1353219867,66.7156227781579
502,"ti_ria",3,2028,2187,34144.2303868989,74.0268460888462
502,"ti_mok",1,2028,680,40914.8613844941,87.71215657
502,"ti_ure",0,2028,64,52846.9926264297,118.1481279
503,"to",1,63,1071785,246254.470460742,148.811331480977
503,"ti_ban",0,63,27025,15661.2877950478,25.5039402414324
503,"ti_mal",0,63,189560,9540.64785993712,8.81133148097701
503,"ti_lub",0,63,6434,31686.3305736273,67.8264868823684
503,"ti_ria",0,63,2187,33909.790219649,74.6113134746154
