"admin2","admin4Id","areaId","ad4.X","ad4.Y","w","ad2.X","ad2.Y","aid.X","aid.Y","d2","d1","aid.pop","ad4.pop","ad2.pop"
"Luba","L266",272,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,470937.8329,415010.8533,44580.1058821272,36582.639620603,266,143,7032
"Luba","L266",336,466272.049012862,370675.581775172,3,454405.650260343,382376.876239581,475930.564,414015.4171,44403.0205925222,38266.423654113,16076,143,7032
"Luba","L266",335,466272.049012862,370675.581775172,5,454405.650260343,382376.876239581,474931.9596,414015.669,44196.800925326,37713.9573956912,16625,143,7032
"Luba","L266",338,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,477927.7709,414014.9439,44879.3511773205,39424.0724009051,6229,143,7032
"Luba","L266",2918,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,461933.8505,370280.4836,4356.15299375715,14247.6845044831,306,143,7032
"Luba","L266",2198,466272.049012862,370675.581775172,3,454405.650260343,382376.876239581,449950.8711,382214.3772,19988.1126752704,4457.74195140231,1168,143,7032
"Luba","L266",220,466272.049012862,370675.581775172,2,454405.650260343,382376.876239581,477928.2225,416003.0837,46802.2308347318,41036.9739739786,2770,143,7032
"Luba","L266",2693,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,472924.2285,374253.4555,7553.32193937983,20221.9609467172,145,143,7032
"Luba","L266",451,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,472934.1979,412028.0587,41885.696551601,34964.2631687853,5281,143,7032
"Luba","L266",1321,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,457948.4245,397122.0967,27725.4553921165,15164.8533042535,159,143,7032
"Luba","L266",279,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,477927.9965,415009.0137,45840.0948739884,40226.324314483,9281,143,7032
"Luba","L266",452,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,473932.8238,412027.7876,42055.8247680171,35503.3385888044,4624,143,7032
"Luba","L266",277,466272.049012862,370675.581775172,2,454405.650260343,382376.876239581,475930.81,415009.488,45373.8570650378,39092.4526235432,9718,143,7032
"Luba","L266",398,466272.049012862,370675.581775172,3,454405.650260343,382376.876239581,478926.1587,413020.6537,44195.379942851,39246.6104419599,5145,143,7032
"Luba","L266",395,466272.049012862,370675.581775172,7,454405.650260343,382376.876239581,475930.3186,413021.3464,43433.2355815123,37448.5633709095,15624,143,7032
"Luba","L266",2978,466272.049012862,370675.581775172,2,454405.650260343,382376.876239581,462932.5518,369286.0671,3617.04197753218,15622.974550192,29,143,7032
"Luba","L266",2919,466272.049012862,370675.581775172,1,454405.650260343,382376.876239581,462932.8897,370280.139,3362.49310855896,14800.1643337063,165,143,7032
"Luba","L266",399,466272.049012862,370675.581775172,2,454405.650260343,382376.876239581,479924.7709,413020.4433,44491.3936900652,39877.9854105964,663,143,7032
"Luba","L285",278,453432.738817479,388338.831869961,1,454405.650260343,382376.876239581,476929.4035,415009.2457,35544.3979421282,39650.8637560675,11420,6,7032
"Luba","L285",519,453432.738817479,388338.831869961,1,454405.650260343,382376.876239581,481921.6268,411031.9184,36422.4232409168,39727.0739690998,819,6,7032
"Malabo","L001",335,476034.937158692,414354.314310981,1,474656.387942084,413489.949758617,474931.9596,414015.669,1153.79380377375,593.565884638585,16625,1063,197050
"Malabo","L001",278,476034.937158692,414354.314310981,4,474656.387942084,413489.949758617,476929.4035,415009.2457,1108.60505142994,2734.01899847646,11420,1063,197050
"Malabo","L001",2324,476034.937158692,414354.314310981,1,474656.387942084,413489.949758617,457941.5747,380222.7313,38630.7484252775,37230.2673330598,242,1063,197050
"Malabo","L001",336,476034.937158692,414354.314310981,1,474656.387942084,413489.949758617,475930.564,414015.4171,354.605521482667,1378.27448406548,16076,1063,197050
"Malabo","L001",1175,476034.937158692,414354.314310981,2,474656.387942084,413489.949758617,488910.8174,400096.1811,19211.524006455,19559.6983118669,431,1063,197050
"Malabo","L001",337,476034.937158692,414354.314310981,1,474656.387942084,413489.949758617,476929.1677,414015.1754,956.380396050734,2332.67867533397,13708,1063,197050
"Malabo","L001",1321,476034.937158692,414354.314310981,1,474656.387942084,413489.949758617,457948.4245,397122.0967,24981.4183733674,23389.3705800413,159,1063,197050
"Malabo","L003",2083,476470.353122295,414505.763294971,1,474656.387942084,413489.949758617,452948.5788,384201.1677,38361.9913644181,36456.2989375817,318,1907,197050
"Malabo","L003",2198,476470.353122295,414505.763294971,5,474656.387942084,413489.949758617,449950.8711,382214.3772,41785.3627801087,39856.2918659504,1168,1907,197050
"Malabo","L003",333,476470.353122295,414505.763294971,1,474656.387942084,413489.949758617,472934.7491,414016.2036,3569.33670272297,1800.27314820376,2127,1907,197050
"Malabo","L003",451,476470.353122295,414505.763294971,2,474656.387942084,413489.949758617,472934.1979,412028.0587,4317.8019658272,2258.99623911113,5281,1907,197050
"Malabo","L003",794,476470.353122295,414505.763294971,2,474656.387942084,413489.949758617,461946.961,406067.231,16796.9564514288,14718.2297497253,40,1907,197050
"Malabo","L003",2457,476470.353122295,414505.763294971,1,474656.387942084,413489.949758617,472925.2328,378229.7165,36448.8607389926,35302.7045363106,184,1907,197050
"Malabo","L003",278,476470.353122295,414505.763294971,2,474656.387942084,413489.949758617,476929.4035,415009.2457,681.338228375113,2734.01899847646,11420,1907,197050
"Malabo","L003",2028,476470.353122295,414505.763294971,1,474656.387942084,413489.949758617,456944.654,385193.5332,35220.1612624772,33382.521014656,43,1907,197050
"Malabo","L003",277,476470.353122295,414505.763294971,4,474656.387942084,413489.949758617,475930.81,415009.488,738.136409664145,1983.21659148156,9718,1907,197050
"Malabo","L003",335,476470.353122295,414505.763294971,2,474656.387942084,413489.949758617,474931.9596,414015.669,1614.57333292759,593.565884638585,16625,1907,197050
"Malabo","L003",453,476470.353122295,414505.763294971,6,474656.387942084,413489.949758617,474931.4491,412027.5267,2917.17024023073,1488.06580599402,5136,1907,197050
"Malabo","L003",279,476470.353122295,414505.763294971,9,474656.387942084,413489.949758617,477927.9965,415009.0137,1542.07171906188,3607.07330314175,9281,1907,197050
