"admin2","admin4Id","areaId","ad4.X","ad4.Y","w","ad2.X","ad2.Y","aid.X","aid.Y","d2","d1","aid.pop","ad4.pop","ad2.pop"
"Baney","L019",645,487382.601770418,408721.276273077,2,484180.090192218,408103.75112541,489910.4617,409042.6432,2548.2057462663,5806.77844806679,3099,635,32593
"Baney","L019",457,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,478925.9443,412026.5849,9079.65421649946,6557.03239886556,1272,635,32593
"Baney","L019",335,487382.601770418,408721.276273077,8,484180.090192218,408103.75112541,474931.9596,414015.669,13529.5633633424,10976.278622858,16625,635,32593
"Baney","L019",282,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,480923.7722,415008.3793,9013.55334431754,7633.96994333775,2001,635,32593
"Baney","L019",281,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,479925.1808,415008.5805,9754.14383592548,8110.54391691365,1012,635,32593
"Baney","L019",460,487382.601770418,408721.276273077,5,484180.090192218,408103.75112541,481921.8102,412025.9856,6382.89497884822,4525.89789952382,2760,635,32593
"Baney","L019",339,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,478926.3735,414014.7227,9976.3907118822,7908.29463523576,4125,635,32593
"Baney","L019",764,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,490908.9275,407054.4191,3900.4340766826,6810.16513853779,61,635,32593
"Baney","L019",1465,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,483916.3317,395126.5366,14029.68192725,12979.894659847,41,635,32593
"Baney","L019",395,487382.601770418,408721.276273077,20,484180.090192218,408103.75112541,475930.3186,413021.3464,12232.9633740932,9604.24253173729,15624,635,32593
"Baney","L019",278,487382.601770418,408721.276273077,6,484180.090192218,408103.75112541,476929.4035,415009.2457,12198.6849125059,10012.9073114853,11420,635,32593
"Baney","L019",336,487382.601770418,408721.276273077,1,484180.090192218,408103.75112541,475930.564,414015.4171,12616.54057935,10149.0135969567,16076,635,32593
"Baney","L019",220,487382.601770418,408721.276273077,6,484180.090192218,408103.75112541,477928.2225,416003.0837,11933.5663903006,10073.9915011368,2770,635,32593
"Baney","L021",1058,489300.662046259,402019.159549595,1,484180.090192218,408103.75112541,489909.7555,402084.2008,612.556282838339,8310.47836525355,184,184,32593
"Baney","L021",1116,489300.662046259,402019.159549595,1,484180.090192218,408103.75112541,488910.9269,401090.2436,1007.36206283562,8459.9115695545,224,184,32593
"Baney","L021",220,489300.662046259,402019.159549595,2,484180.090192218,408103.75112541,477928.2225,416003.0837,18024.4976595079,10073.9915011368,2770,184,32593
"Baney","L021",394,489300.662046259,402019.159549595,2,484180.090192218,408103.75112541,474931.7041,413021.5977,18097.5301551027,10474.6293605995,12493,184,32593
"Baney","L027",338,489592.603792513,404425.79294672,8,484180.090192218,408103.75112541,477927.7709,414014.9439,15100.3358378236,8604.28361632759,6229,221,32593
"Baney","L027",460,489592.603792513,404425.79294672,1,484180.090192218,408103.75112541,481921.8102,412025.9856,10798.3333300061,4525.89789952382,2760,221,32593
"Baney","L027",335,489592.603792513,404425.79294672,2,484180.090192218,408103.75112541,474931.9596,414015.669,17518.5676028823,10976.278622858,16625,221,32593
"Baney","L027",401,489592.603792513,404425.79294672,2,484180.090192218,408103.75112541,481921.994,413020.053,11519.5295239177,5410.08526138052,126,221,32593
"Baney","L027",277,489592.603792513,404425.79294672,1,484180.090192218,408103.75112541,475930.81,415009.488,17281.7594766849,10758.2445348109,9718,221,32593
