"admin4Id","areaId","admin2","ad4.X","ad4.Y","w","ad2.X","ad2.Y","ad2.pop","aid.pop","aid.X","aid.Y","d2","d1","ad4.pop"
"L058",2028,"Luba",454406.774119003,385680.022236565,2,454405.650260343,382376.876239581,7178,28,456944.654,385193.5332,2584.08704827577,3792.10975878428,772.952750173803
"L058",335,"Luba",454406.774119003,385680.022236565,1,454405.650260343,382376.876239581,7178,19485,474931.9596,414015.669,34988.4569041202,37713.9573956912,772.952750173803
"L058",451,"Luba",454406.774119003,385680.022236565,1,454405.650260343,382376.876239581,7178,3833,472934.1979,412028.0587,32210.0055485736,34964.2631687853,772.952750173803
"L058",2087,"Luba",454406.774119003,385680.022236565,2,454405.650260343,382376.876239581,7178,16,456944.2457,384199.4526,2937.83057256294,3125.10022172157,772.952750173803
"L058",1321,"Luba",454406.774119003,385680.022236565,1,454405.650260343,382376.876239581,7178,246,457948.4245,397122.0967,11977.6606834558,15164.8533042535,772.952750173803
"L062",1175,"Baney",486930.581959068,398031.963098246,1,484180.090192218,408103.75112541,27025,403,488910.8174,400096.1811,2860.47694629586,9300.5891010352,878.763533834586
"L062",1292,"Baney",486930.581959068,398031.963098246,1,484180.090192218,408103.75112541,27025,330,487911.8407,398108.1711,984.213582606508,10669.4696164667,878.763533834586
"L062",277,"Baney",486930.581959068,398031.963098246,1,484180.090192218,408103.75112541,27025,11034,475930.81,415009.488,20229.4669959735,10758.2445348109,878.763533834586
"L062",510,"Baney",486930.581959068,398031.963098246,1,484180.090192218,408103.75112541,27025,1065,472933.9233,411033.9866,19103.9019249636,11621.6414376007,878.763533834586
"L062",1116,"Baney",486930.581959068,398031.963098246,1,484180.090192218,408103.75112541,27025,233,488910.9269,401090.2436,3643.46616733104,8459.9115695545,878.763533834586
"L062",335,"Baney",486930.581959068,398031.963098246,12,484180.090192218,408103.75112541,27025,19485,474931.9596,414015.669,19986.1400192558,10976.278622858,878.763533834586
"L067",336,"Riaba",469251.554490549,370934.13643706,1,473378.453717362,378390.250101198,2187,17457,475930.564,414015.4171,43595.9391639442,35716.4638589448,441.976744186047
"L067",2457,"Riaba",469251.554490549,370934.13643706,1,473378.453717362,378390.250101198,2187,180,472925.2328,378229.7165,8168.31688759028,480.812060007119,441.976744186047
"L069",337,"Malabo",477062.202288665,415398.838278245,1,474656.387942084,413489.949758617,189560,15012,476929.1677,414015.1754,1390.04358291877,2332.67867533397,652.695652173913
"L072",395,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,15397,475930.3186,413021.3464,1244.19985966303,1357.38293376808,5569.96182007121
"L072",2918,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,398,461933.8505,370280.4836,45477.8950591939,45043.5447614628,5569.96182007121
"L072",336,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,17457,475930.564,414015.4171,951.022359596497,1378.27448406548,5569.96182007121
"L072",1815,"Malabo",474995.425884867,413842.326851641,3,474656.387942084,413489.949758617,189560,123,479920.0063,389162.859,25166.0013849097,24890.0185414912,5569.96182007121
"L072",2087,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,16,456944.2457,384199.4526,34706.5570168677,34229.4201908646,5569.96182007121
"L072",1990,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,117,477921.6743,386181.0721,27815.6061271767,27503.3978623097,5569.96182007121
"L072",2252,"Malabo",474995.425884867,413842.326851641,12,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,44344.3887484085,43855.5116207255,5569.96182007121
"L072",333,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,1881,472934.7491,414016.2036,2067.99950079975,1800.27314820376,5569.96182007121
"L072",1321,"Malabo",474995.425884867,413842.326851641,3,474656.387942084,413489.949758617,189560,246,457948.4245,397122.0967,23878.1563890404,23389.3705800413,5569.96182007121
"L072",1028,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,426,459947.9722,402091.6912,19091.9695321308,18608.0034343042,5569.96182007121
"L072",398,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,3320,478926.1587,413020.6537,4015.69511194437,4295.48380462391,5569.96182007121
"L072",2324,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,276,457941.5747,380222.7313,37697.6265206639,37230.2673330598,5569.96182007121
"L072",279,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,3156.1255702014,3607.07330314175,5569.96182007121
"L072",276,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,3237,474932.2158,415009.7405,1169.12366377763,1544.61804495351,5569.96182007121
"L072",1116,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,233,488910.9269,401090.2436,18874.7661113708,18892.9773652218,5569.96182007121
"L072",792,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,247,459949.5682,406068.0166,16935.6940620106,16473.4828963743,5569.96182007121
"L072",645,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,15668.2882448128,15889.1567377961,5569.96182007121
"L072",2258,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,336,450949.3504,381219.8213,40527.0479395023,40042.2878936435,5569.96182007121
"L072",334,"Malabo",474995.425884867,413842.326851641,3,474656.387942084,413489.949758617,189560,11234,473933.3547,414015.9312,1076.16619139105,894.110477423316,5569.96182007121
"L072",278,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,2258.75386319402,2734.01899847646,5569.96182007121
"L072",510,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,1065,472933.9233,411033.9866,3483.75772355022,2999.77323804885,5569.96182007121
"L072",335,"Malabo",474995.425884867,413842.326851641,4,474656.387942084,413489.949758617,189560,19485,474931.9596,414015.669,184.595421700094,593.565884638585,5569.96182007121
"L072",764,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,86,490908.9275,407054.4191,17300.7290395415,17480.3059738557,5569.96182007121
"L072",394,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,13462,474931.7041,413021.5977,823.199129141428,543.279520707583,5569.96182007121
"L072",452,"Malabo",474995.425884867,413842.326851641,4,474656.387942084,413489.949758617,189560,4216,473932.8238,412027.7876,2102.77813535023,1631.39916813807,5569.96182007121
"L072",2919,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,218,462932.8897,370280.139,45201.4268539482,44771.9572592894,5569.96182007121
"L072",502,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,2028,464944.8089,411036.5162,10434.9161563161,10016.6912559586,5569.96182007121
"L072",450,"Malabo",474995.425884867,413842.326851641,3,474656.387942084,413489.949758617,189560,2729,471935.5714,412028.34,3557.14179735396,3088.55075110696,5569.96182007121
"L072",1759,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,38,482916.7155,390156.384,24975.4022577816,24752.5413316646,5569.96182007121
"L072",1292,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,330,487911.8407,398108.1711,20356.7538889058,20305.3230094973,5569.96182007121
"L072",512,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,1051,474931.1948,411033.4558,2809.60534897828,2471.81742405851,5569.96182007121
"L072",1757,"Malabo",474995.425884867,413842.326851641,2,474656.387942084,413489.949758617,189560,137,480919.0384,390156.7335,24415.0879099119,24159.0515486312,5569.96182007121
"L072",337,"Malabo",474995.425884867,413842.326851641,1,474656.387942084,413489.949758617,189560,15012,476929.1677,414015.1754,1941.45152611789,2332.67867533397,5569.96182007121
"L079",279,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,577.963500421596,3607.07330314175,2656.51030361108
"L079",645,"Malabo",477732.041264302,415552.744656836,2,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,13809.2485417177,15889.1567377961,2656.51030361108
"L079",514,"Malabo",477732.041264302,415552.744656836,2,474656.387942084,413489.949758617,189560,1165,476928.4638,411032.9657,4590.65774805677,3346.50554585253,2656.51030361108
"L079",2918,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,398,461933.8505,370280.4836,47949.5615477723,45043.5447614628,2656.51030361108
"L079",460,"Malabo",477732.041264302,415552.744656836,3,474656.387942084,413489.949758617,189560,2731,481921.8102,412025.9856,5476.51286673533,7411.44733797206,2656.51030361108
"L079",453,"Malabo",477732.041264302,415552.744656836,2,474656.387942084,413489.949758617,189560,2600,474931.4491,412027.5267,4502.27477104072,1488.06580599402,2656.51030361108
"L079",277,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,11034,475930.81,415009.488,1881.37233494473,1983.21659148156,2656.51030361108
"L079",1990,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,117,477921.6743,386181.0721,29372.2847166208,27503.3978623097,2656.51030361108
"L079",1815,"Malabo",477732.041264302,415552.744656836,3,474656.387942084,413489.949758617,189560,123,479920.0063,389162.859,26480.431567071,24890.0185414912,2656.51030361108
"L079",282,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,1568,480923.7722,415008.3793,3237.82025560655,6448.70015650558,2656.51030361108
"L079",278,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,969.33920624596,2734.01899847646,2656.51030361108
"L079",394,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,13462,474931.7041,413021.5977,3774.73087131678,543.279520707583,2656.51030361108
"L079",335,"Malabo",477732.041264302,415552.744656836,1,474656.387942084,413489.949758617,189560,19485,474931.9596,414015.669,3194.22273825701,593.565884638585,2656.51030361108
"L080",2512,"Malabo",475734.704547556,414133.664701303,1,474656.387942084,413489.949758617,189560,104,468929.1098,377236.7376,37519.3196818231,36702.8215091768,818.207142857143
"L080",2198,"Malabo",475734.704547556,414133.664701303,1,474656.387942084,413489.949758617,189560,848,449950.8711,382214.3772,41032.2675688554,39856.2918659504,818.207142857143
"L080",454,"Malabo",475734.704547556,414133.664701303,1,474656.387942084,413489.949758617,189560,3624,475930.0738,412027.2759,2115.42972633359,1939.50779357447,818.207142857143
"L080",278,"Malabo",475734.704547556,414133.664701303,1,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,1481.19805301337,2734.01899847646,818.207142857143
"L080",340,"Malabo",475734.704547556,414133.664701303,1,474656.387942084,413489.949758617,189560,313,479924.9756,414014.5118,4191.96480267208,5294.63702669053,818.207142857143
"L082",645,"Malabo",475107.062416396,413422.603577968,1,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,15437.7680790452,15889.1567377961,720.244736842105
"L082",2495,"Malabo",475107.062416396,413422.603577968,2,474656.387942084,413489.949758617,189560,224,451946.5027,377243.0222,42957.8122704327,42773.5741451221,720.244736842105
"L082",278,"Malabo",475107.062416396,413422.603577968,1,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,2416.26990388044,2734.01899847646,720.244736842105
"L084",2206,"Malabo",475847.640438262,413923.083390299,2,474656.387942084,413489.949758617,189560,67,457942.3652,382210.8891,36417.88225671,35464.6047758656,970.686800208455
"L084",453,"Malabo",475847.640438262,413923.083390299,1,474656.387942084,413489.949758617,189560,2600,474931.4491,412027.5267,2105.36023863937,1488.06580599402,970.686800208455
"L084",2493,"Malabo",475847.640438262,413923.083390299,1,474656.387942084,413489.949758617,189560,375,449948.5287,377243.939,44901.2652609633,43866.2923466347,970.686800208455
"L084",1815,"Malabo",475847.640438262,413923.083390299,3,474656.387942084,413489.949758617,189560,123,479920.0063,389162.859,25092.8849590833,24890.0185414912,970.686800208455
"L084",970,"Malabo",475847.640438262,413923.083390299,2,474656.387942084,413489.949758617,189560,35,460947.0965,403085.3774,18425.0395057446,17210.4560604796,970.686800208455
"L084",2512,"Malabo",475847.640438262,413923.083390299,1,474656.387942084,413489.949758617,189560,104,468929.1098,377236.7376,37333.0153301063,36702.8215091768,970.686800208455
"L084",336,"Malabo",475847.640438262,413923.083390299,1,474656.387942084,413489.949758617,189560,17457,475930.564,414015.4171,124.104113704714,1378.27448406548,970.686800208455
"L084",338,"Malabo",475847.640438262,413923.083390299,1,474656.387942084,413489.949758617,189560,6008,477927.7709,414014.9439,2082.15779687585,3313.2409066997,970.686800208455
"L085",396,"Malabo",477603.53144639,415550.214856579,1,474656.387942084,413489.949758617,189560,4531,476928.9325,413021.1053,2617.53297737626,2320.40382133982,1208.35550732893
"L085",645,"Malabo",477603.53144639,415550.214856579,2,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,13921.5308473148,15889.1567377961,1208.35550732893
"L085",459,"Malabo",477603.53144639,415550.214856579,2,474656.387942084,413489.949758617,189560,615,480923.1887,412026.1752,4841.38201163579,6435.48193205979,1208.35550732893
"L085",460,"Malabo",477603.53144639,415550.214856579,1,474656.387942084,413489.949758617,189560,2731,481921.8102,412025.9856,5573.8427719851,7411.44733797206,1208.35550732893
"L085",519,"Malabo",477603.53144639,415550.214856579,1,474656.387942084,413489.949758617,189560,732,481921.6268,411031.9184,6249.87602696304,7669.78577422564,1208.35550732893
"L085",338,"Malabo",477603.53144639,415550.214856579,1,474656.387942084,413489.949758617,189560,6008,477927.7709,414014.9439,1569.13611053783,3313.2409066997,1208.35550732893
"L085",2252,"Malabo",477603.53144639,415550.214856579,2,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,47373.6100148556,43855.5116207255,1208.35550732893
"L085",398,"Malabo",477603.53144639,415550.214856579,1,474656.387942084,413489.949758617,189560,3320,478926.1587,413020.6537,2854.47411914485,4295.48380462391,1208.35550732893
"L086",452,"Riaba",472288.042252917,376374.755766266,1,473378.453717362,378390.250101198,2187,4216,473932.8238,412027.7876,35690.9510278848,33642.1053914862,345.280952380952
"L086",2225,"Riaba",472288.042252917,376374.755766266,1,473378.453717362,378390.250101198,2187,27,476921.9211,382205.0309,7447.47885559149,5206.6028881343,345.280952380952
"L086",2694,"Riaba",472288.042252917,376374.755766266,1,473378.453717362,378390.250101198,2187,355,473923.2222,374253.2091,2678.5768080248,4172.75459921438,345.280952380952
"L088",394,"Malabo",476243.172383426,415212.252000665,1,474656.387942084,413489.949758617,189560,13462,474931.7041,413021.5977,2553.21666206639,543.279520707583,768.626923076923
"L088",334,"Malabo",476243.172383426,415212.252000665,1,474656.387942084,413489.949758617,189560,11234,473933.3547,414015.9312,2601.23839522047,894.110477423316,768.626923076923
"L090",454,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,3624,475930.0738,412027.2759,1287.08605492958,1939.50779357447,2787.49562868319
"L090",336,"Malabo",476193.128513954,413287.193647419,4,474656.387942084,413489.949758617,189560,17457,475930.564,414015.4171,774.112085474124,1378.27448406548,2787.49562868319
"L090",282,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,1568,480923.7722,415008.3793,5034.03116150266,6448.70015650558,2787.49562868319
"L090",451,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,3833,472934.1979,412028.0587,3493.71572432226,2258.99623911113,2787.49562868319
"L090",2141,"Malabo",476193.128513954,413287.193647419,4,474656.387942084,413489.949758617,189560,301,451949.2048,383207.5342,38633.5831825202,37850.2425132643,2787.49562868319
"L090",391,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,1236,471935.8568,413022.413,4265.49777138364,2760.41306976114,2787.49562868319
"L090",337,"Malabo",476193.128513954,413287.193647419,3,474656.387942084,413489.949758617,189560,15012,476929.1677,414015.1754,1035.23481176335,2332.67867533397,2787.49562868319
"L090",2224,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,44,475923.0036,382205.2541,31083.113317339,31310.3257357244,2787.49562868319
"L090",386,"Malabo",476193.128513954,413287.193647419,2,474656.387942084,413489.949758617,189560,572,466942.7638,413023.9761,9254.10886138859,7727.68586679539,2787.49562868319
"L090",279,"Malabo",476193.128513954,413287.193647419,1,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,2444.26496568573,3607.07330314175,2787.49562868319
"L092",1028,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,426,459947.9722,402091.6912,22417.7872390212,18608.0034343042,1816.98809155757
"L092",460,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,2731,481921.8102,412025.9856,4967.87430232869,7411.44733797206,1816.98809155757
"L092",2152,"Malabo",478118.258704836,415221.728253496,3,474656.387942084,413489.949758617,189560,276,462937.3641,383203.0908,35435.1902122958,32475.0572807885,1816.98809155757
"L092",502,"Malabo",478118.258704836,415221.728253496,2,474656.387942084,413489.949758617,189560,2028,464944.8089,411036.5162,13822.2928522468,10016.6912559586,1816.98809155757
"L092",279,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,285.389537051228,3607.07330314175,1816.98809155757
"L092",455,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,508,476928.6978,412027.0354,3408.97603020256,2702.50078834938,1816.98809155757
"L092",1175,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,403,488910.8174,400096.1811,18581.2136277799,19559.6983118669,1816.98809155757
"L092",335,"Malabo",478118.258704836,415221.728253496,5,474656.387942084,413489.949758617,189560,19485,474931.9596,414015.669,3406.91662774785,593.565884638585,1816.98809155757
"L092",338,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,6008,477927.7709,414014.9439,1221.72586108133,3313.2409066997,1816.98809155757
"L092",220,"Malabo",478118.258704836,415221.728253496,1,474656.387942084,413489.949758617,189560,3384,477928.2225,416003.0837,804.133131346762,4125.62038749364,1816.98809155757
"L092",2252,"Malabo",478118.258704836,415221.728253496,5,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,47494.0953330569,43855.5116207255,1816.98809155757
"L092",645,"Malabo",478118.258704836,415221.728253496,4,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,13313.0441138565,15889.1567377961,1816.98809155757
"L098",395,"Malabo",476295.337512429,414867.608781348,4,474656.387942084,413489.949758617,189560,15397,475930.3186,413021.3464,1881.99989033252,1357.38293376808,2612.94188248399
"L098",396,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,4531,476928.9325,413021.1053,1952.1828077577,2320.40382133982,2612.94188248399
"L098",277,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,11034,475930.81,415009.488,391.164952421874,1983.21659148156,2612.94188248399
"L098",335,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,19485,474931.9596,414015.669,1607.66934509033,593.565884638585,2612.94188248399
"L098",280,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,308,478926.5888,415008.792,2635.03625014376,4532.27284275277,2612.94188248399
"L098",2252,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,45979.9133382241,43855.5116207255,2612.94188248399
"L098",452,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,4216,473932.8238,412027.7876,3694.05676505502,1631.39916813807,2612.94188248399
"L098",394,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,13462,474931.7041,413021.5977,2295.04967178338,543.279520707583,2612.94188248399
"L098",514,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,1165,476928.4638,411032.9657,3886.55843354279,3346.50554585253,2612.94188248399
"L098",398,"Malabo",476295.337512429,414867.608781348,1,474656.387942084,413489.949758617,189560,3320,478926.1587,413020.6537,3214.41490686688,4295.48380462391,2612.94188248399
"L099",279,"Baney",489661.269112138,405511.790905478,3,484180.090192218,408103.75112541,27025,10886,477927.9965,415009.0137,15095.2617400142,9315.11281522144,486.784382284382
"L099",1028,"Baney",489661.269112138,405511.790905478,1,484180.090192218,408103.75112541,27025,426,459947.9722,402091.6912,29909.4816970186,24966.7860754137,486.784382284382
"L099",460,"Baney",489661.269112138,405511.790905478,1,484180.090192218,408103.75112541,27025,2731,481921.8102,412025.9856,10116.0247513938,4525.89789952382,486.784382284382
"L100",453,"Malabo",476413.573535674,415239.521552961,2,474656.387942084,413489.949758617,189560,2600,474931.4491,412027.5267,3537.45724755398,1488.06580599402,2991.6173401418
"L100",502,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,2028,464944.8089,411036.5162,12214.6557980777,10016.6912559586,2991.6173401418
"L100",455,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,508,476928.6978,412027.0354,3253.52428770166,2702.50078834938,2991.6173401418
"L100",512,"Malabo",476413.573535674,415239.521552961,2,474656.387942084,413489.949758617,189560,1051,474931.1948,411033.4558,4459.64525878601,2471.81742405851,2991.6173401418
"L100",519,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,732,481921.6268,411031.9184,6931.27513921198,7669.78577422564,2991.6173401418
"L100",2252,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,46332.942757984,43855.5116207255,2991.6173401418
"L100",220,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,3384,477928.2225,416003.0837,1696.22776699455,4125.62038749364,2991.6173401418
"L100",335,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,19485,474931.9596,414015.669,1921.71666115845,593.565884638585,2991.6173401418
"L100",279,"Malabo",476413.573535674,415239.521552961,3,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,1531.86513282136,3607.07330314175,2991.6173401418
"L100",447,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,301,468939.6874,412029.245,8134.17786352851,5900.36638520969,2991.6173401418
"L100",1815,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,123,479920.0063,389162.859,26311.3549752145,24890.0185414912,2991.6173401418
"L100",278,"Malabo",476413.573535674,415239.521552961,2,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,564.896026320999,2734.01899847646,2991.6173401418
"L100",393,"Malabo",476413.573535674,415239.521552961,1,474656.387942084,413489.949758617,189560,6916,473933.089,413021.8593,3327.2855903767,861.550948620239,2991.6173401418
"L102",677,"Malabo",462445.702401293,408811.808184535,3,474656.387942084,413489.949758617,189560,35,462946.3998,408055.0115,907.435455993927,12909.7783157857,35
"L103",394,"Riaba",472117.316531398,368436.786522709,4,473378.453717362,378390.250101198,2187,13462,474931.7041,413021.5977,44673.5510688486,34666.1625113055,617.616666666667
"L103",452,"Riaba",472117.316531398,368436.786522709,2,473378.453717362,378390.250101198,2187,4216,473932.8238,412027.7876,43628.7914290868,33642.1053914862,617.616666666667
"L104",1175,"Malabo",477739.176751998,415256.758780044,1,474656.387942084,413489.949758617,189560,403,488910.8174,400096.1811,18832.1180529633,19559.6983118669,57.5714285714286
"L105",2919,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,218,462932.8897,370280.139,46770.8376542893,44771.9572592894,2966.85083308161
"L105",1815,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,123,479920.0063,389162.859,25560.1510218769,24890.0185414912,2966.85083308161
"L105",1583,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,36,483916.0192,393138.4109,22354.1677274145,22359.0228978452,2966.85083308161
"L105",1292,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,330,487911.8407,398108.1711,19385.3561335928,20305.3230094973,2966.85083308161
"L105",511,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,2095,473932.5594,411033.7161,5266.07623849657,2560.66623050693,2966.85083308161
"L105",394,"Malabo",477776.624219677,414632.983332616,4,474656.387942084,413489.949758617,189560,13462,474931.7041,413021.5977,3269.57705893938,543.279520707583,2966.85083308161
"L105",396,"Malabo",477776.624219677,414632.983332616,4,474656.387942084,413489.949758617,189560,4531,476928.9325,413021.1053,1821.18973301463,2320.40382133982,2966.85083308161
"L105",2252,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,602,444955.6301,381222.7701,46834.3891094216,43855.5116207255,2966.85083308161
"L105",279,"Malabo",477776.624219677,414632.983332616,6,474656.387942084,413489.949758617,189560,10886,477927.9965,415009.0137,405.354665010012,3607.07330314175,2966.85083308161
"L105",502,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,2028,464944.8089,411036.5162,13326.292066223,10016.6912559586,2966.85083308161
"L105",1757,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,137,480919.0384,390156.7335,24677.1467708348,24159.0515486312,2966.85083308161
"L105",646,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,67,490909.1104,409042.5461,14272.8827406448,16850.2340220164,2966.85083308161
"L105",1524,"Malabo",477776.624219677,414632.983332616,2,474656.387942084,413489.949758617,189560,144,483916.1752,394132.4736,21400.1164841937,21458.2278693578,2966.85083308161
"L105",1028,"Malabo",477776.624219677,414632.983332616,4,474656.387942084,413489.949758617,189560,426,459947.9722,402091.6912,21797.8173493205,18608.0034343042,2966.85083308161
"L105",1759,"Malabo",477776.624219677,414632.983332616,2,474656.387942084,413489.949758617,189560,38,482916.7155,390156.384,25010.4868657021,24752.5413316646,2966.85083308161
"L105",645,"Malabo",477776.624219677,414632.983332616,9,474656.387942084,413489.949758617,189560,3228,489910.4617,409042.6432,13359.7123770398,15889.1567377961,2966.85083308161
"L105",338,"Malabo",477776.624219677,414632.983332616,6,474656.387942084,413489.949758617,189560,6008,477927.7709,414014.9439,636.253140849381,3313.2409066997,2966.85083308161
"L105",277,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,11034,475930.81,415009.488,1883.82215140478,1983.21659148156,2966.85083308161
"L105",451,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,3833,472934.1979,412028.0587,5498.61118857362,2258.99623911113,2966.85083308161
"L105",278,"Malabo",477776.624219677,414632.983332616,4,474656.387942084,413489.949758617,189560,13054,476929.4035,415009.2457,927.014733949422,2734.01899847646,2966.85083308161
"L105",2496,"Malabo",477776.624219677,414632.983332616,2,474656.387942084,413489.949758617,189560,482,452945.4879,377242.5779,44884.6048143654,42252.0431138452,2966.85083308161
"L105",910,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,52,459948.7682,404079.8535,20717.1667831866,17460.3548095158,2966.85083308161
"L105",2572,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,58,469927.7994,376242.3845,39184.7180642762,37546.5133840049,2966.85083308161
"L105",2918,"Malabo",477776.624219677,414632.983332616,1,474656.387942084,413489.949758617,189560,398,461933.8505,370280.4836,47097.1093769518,45043.5447614628,2966.85083308161
"L114",335,"Riaba",467489.628998715,377067.761849607,4,473378.453717362,378390.250101198,2187,19485,474931.9596,414015.669,37690.0003657848,35659.2744211452,341.842105263158
"L115",336,"Luba",459690.279048783,378608.777022821,1,454405.650260343,382376.876239581,7178,17457,475930.564,414015.4171,38953.5238053196,38266.423654113,405.976744186047
