areaId,N1,w_total,Peri,Malabo,Baney,Luba,Riaba,Moka,Ureka,N2.ti_mal,N2.ti_ban,N2.ti_lub,N2.ti_ria,N2.ti_mok,N2.ti_ure,N2.to,t.ti_mal,t.ti_ban,t.ti_lub,t.ti_ria,t.ti_mok,t.ti_ure,t.to,t_mal,to,ti_ban,ti_mal,ti_lub,ti_ria,ti_mok,ti_ure,d.to,d.ti_ban,d.ti_mal,d.ti_lub,d.ti_ria,d.ti_mok,d.ti_ure,d_mal
387,204,19,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.3957442434023,22.3691240245405,70.9613030971052,75.5944484603846,91.957836912,122.3938083,147.395744243402,7.3957442434023,18,0,0,0,0,1,0,242698.631298978,13716.1653548356,7212.61618636953,34359.6516469613,35488.1700884403,43183.4619409465,55471.840380025,7212.61618636953
390,142,9,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.18787987506897,20.702859252,72.62756787,75.0483116026923,93.624101654,124.060073,147.187879875069,7.18787987506897,8,0,0,0,0,1,0,239719.901717684,10738.6279349272,4233.88660507601,35839.1474085049,35149.5317003374,43671.924430011,56301.9547464576,4233.88660507601
391,1236,61,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.17021943412644,20.1474376614054,73.1829894594737,74.6929246426923,94.179523248,124.6154946,147.170219434126,7.17021943412644,60,1,0,0,0,0,0,238733.997975813,9748.61442138761,3247.98286320494,36373.812512347,35092.8258296719,43879.032857641,56611.213954145,3247.98286320494
392,136,11,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.25209493685057,19.5920160711622,73.738411051579,74.3084020061538,94.734944842,125.1709162,147.252094936851,7.25209493685057,11,0,0,0,0,0,0,237759.218365124,8760.55638960365,2273.20325251571,36927.7544882098,35064.4900004733,44107.7929245732,56936.3198950282,2273.20325251571
393,6916,298,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.39650265297701,19.0365944805405,74.2938326434211,73.8988281642308,95.290366438,125.7263378,147.396502652977,7.39650265297701,263,4,2,24,3,2,0,236820.171122476,7775.19902033164,1334.15600986779,37500.1191704255,35064.5930320179,44357.869725174,57277.0028220366,1334.15600986779
394,13462,449,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.87502821817241,18.8730186675135,75.1269650239474,73.8166903180769,96.12349883,126.5594702,147.875028218172,7.87502821817241,369,31,1,25,18,5,0,236108.065783872,6793.71731610879,622.05067126411,38090.0758081937,35093.1344182403,44628.9046571989,57632.9862434862,622.05067126411
395,15397,475,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.59503738402299,18.513517310973,76.3766635836842,73.4755166296154,97.37319736,127.8091687,148.595037384023,8.59503738402299,319,90,5,44,6,10,1,236480.184654585,5818.07261438063,994.169541977185,38696.8199743343,35150.0450312123,44920.5185338321,58003.9886391058,994.169541977185
396,4531,132,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.92725135718391,16.3583367666486,76.9720903539474,71.3203360823077,97.968624146,128.4045955,148.927251357184,8.92725135718391,96,7,0,25,3,0,1,237379.225847805,4851.78707817209,1893.21073519691,39319.5744031492,35235.1872575866,45232.3132033132,58389.7235996328,1893.21073519691
397,481,41,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.36866369355173,15.8116934639189,77.5275119457895,70.7649197426923,98.52404574,128.9600171,149.368663693552,9.36866369355173,30,5,3,3,0,0,0,238345.13470732,3901.8198418899,2859.11959471165,39957.590478161,35348.3570456922,45563.8743349858,58789.9011031665,2859.11959471165
398,3320,137,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,11.0346958451149,16.5433106120811,79.1937766631579,71.6399064453846,100.19031045,130.6262818,151.034695845115,11.0346958451149,84,1,42,5,0,5,0,239327.801792592,2983.79706931724,3841.78667998437,40610.1489775139,35489.2862501764,45914.7737492726,59204.2283411229,3841.78667998437
399,574,21,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,11.1895075339195,15.0772417355946,79.4867526726315,69.9165274461538,100.483286454,130.9192578,151.18950753392,11.1895075339195,17,0,4,0,0,0,0,240317.011034322,2139.24690648232,4830.99592171399,41276.5600274614,35657.6457429269,46284.5715700754,59632.4103153322,4830.99592171399
401,70,4,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,12.3003402200575,14.0991409877838,80.5975853560526,67.6948410819231,101.594119146,132.0300905,152.300340220057,12.3003402200575,0,0,4,0,0,0,0,242303.655430214,1380.75385870627,6817.64031760593,42648.328963327,36075.0564435996,47079.0581730658,60529.1527491136,6817.64031760593
443,25,3,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,27.3714005033333,45.0153396954054,85.1161581252632,92.4273814434615,106.11269193,136.5486633,167.371400503333,27.3714005033333,2,0,0,0,0,1,0,245792.796587684,16650.0615882522,10306.7814750758,32172.113549422,35107.9750072083,41907.0006790257,53819.7374248714,10306.7814750758
445,95,2,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.97472363247126,23.7406025386486,69.5898245836842,75.3026296926923,90.586358382,121.0223297,147.974723632471,7.97472363247126,2,0,0,0,0,0,0,243824.917533236,14653.2867596248,8338.90242062788,33019.9817041956,34679.3333550826,42077.4674815124,54262.8102210168,8338.90242062788
447,301,13,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.85490020881609,22.6297593568378,71.8115527894737,76.1045360211538,92.808086586,123.2440579,147.854900208816,7.85490020881609,12,0,0,0,0,1,0,241875.293008215,12656.6702477495,6389.27789560675,33964.3035470668,34361.65511869,42341.6027729024,54775.2073053633,6389.27789560675
448,34,0,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.70350859467816,22.9169656203243,73.730831055,77.0141359976923,94.727364846,125.1633362,148.703508594678,8.70350859467816,0,0,0,0,0,0,0,240913.483364297,11658.4463654176,5427.46825168906,34470.1888284756,34245.4342386918,42508.2744363757,55056.8076523989,5427.46825168906
449,93,6,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.66784962697701,22.3615440286757,74.2862526465789,76.70699638,95.28278644,125.7187578,148.667849626977,8.66784962697701,4,2,0,0,0,0,0,239967.805295558,10660.2993586349,4481.79018294949,34997.2716113008,34158.0358616072,42697.667782279,55355.003229728,4481.79018294949
450,2729,72,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.86510929937931,20.9634945841892,73.9990463842105,75.5089815726923,94.995580182,125.4315515,147.865109299379,7.86510929937931,16,30,0,19,1,6,0,239051.118660925,9662.25282680022,3565.10354831669,35544.608684308,34099.681345063,42909.4817015852,55669.5271322708,3565.10354831669
451,3833,105,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.59226822856322,20.474599703973,75.3970958236842,75.2982093096154,96.39362963,126.829601,148.592268228563,8.59226822856322,67,6,1,25,3,3,0,238193.037043152,8664.34135203011,2707.0219305442,36111.2790447244,34070.5199642054,43143.3859954421,56000.104259725,2707.0219305442
452,4216,147,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.48491545972414,18.808319277,74.5221130836842,73.7232324596154,95.51864686,125.9546182,147.484915459724,7.48491545972414,90,20,0,32,2,3,0,237471.07209445,7666.61715935267,1985.05698184168,36696.3871155644,34070.6266115926,43399.0234870486,56346.4520946905,1985.05698184168
453,2600,122,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.73828431878161,18.252892450973,75.0775346728947,73.2148917665385,96.074068456,126.5100398,147.738284318782,7.73828431878161,109,3,0,6,1,3,0,237082.075939992,6669.16403217892,1596.06082738376,37299.065164923,34100.0009596615,43676.0125208345,56708.2816455985,1596.06082738376
454,3624,128,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.04453051472414,17.697465623,75.6329614986842,72.6594649419231,96.629495312,127.0654667,148.044530514724,8.04453051472414,115,1,0,5,7,0,0,237260.512581996,5672.12464989943,1774.49746938755,37918.4753024441,34158.5673504337,43973.9494865788,57085.2984012973,1774.49746938755
455,508,12,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.78905654844827,16.5953953925135,76.743815151579,71.5486217696154,97.740348944,128.1763203,148.789056548448,8.78905654844827,4,5,0,2,1,0,0,237882.833822894,4675.76342398792,2396.81871028639,38553.8111191327,34246.1761511661,44292.4117769151,57477.203616981,2396.81871028639
457,885,32,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,11.7197697068851,17.4838599076216,79.8786179581579,72.6594844730769,100.875151748,131.3111231,151.719769706885,11.7197697068851,6,1,23,0,1,1,0,239599.399231576,2688.08920664106,4113.38411896815,39869.1953149437,34507.5623197621,44989.140437144,58304.4668772851,4113.38411896815
458,280,17,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,13.5853856215172,17.1751633910541,81.8826307581579,72.201726395,102.879164548,133.3151359,153.585385621517,13.5853856215172,8,0,9,0,0,0,0,240535.689551042,1702.67800804203,5049.67443843413,40547.7931591596,34680.6902393581,45366.4883453856,58739.2129443103,5049.67443843413
459,615,23,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,13.680056124954,15.3179408323784,81.9773012602632,69.1822845207692,102.973835048,133.4098064,153.680056124954,13.680056124954,4,1,13,3,1,1,0,241492.091351718,752.929105411579,6006.07623911044,41239.4155053485,34881.5691920847,45762.5293852243,59187.6249968645,6006.07623911044
460,2731,227,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,13.3123279362644,14.0376854842973,81.6095730744737,67.2382906757692,102.606106856,133.0420782,153.312327936264,13.3123279362644,27,3,162,25,9,0,1,242460.335466125,478.738648356618,6974.32035351684,41943.4180297643,35109.7228902176,46176.7826092053,59649.3948563722,6974.32035351684
502,2028,55,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.43699057351724,26.6148043437838,66.7156227781579,74.0268460888462,87.71215657,118.1481279,149.436990573517,9.43699057351724,31,6,3,11,3,1,0,245991.615630978,16659.1239803938,10505.60051837,31263.1353219867,34144.2303868989,40914.8613844941,52846.9926264297,10505.60051837
503,63,1,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.81133148097701,25.5039402414324,67.8264868823684,74.6113134746154,88.82302067,119.258992,148.811331480977,8.81133148097701,1,0,0,0,0,0,0,245026.662972545,15661.2877950478,9540.64785993712,31686.3305736273,33909.790219649,40990.0793880835,53063.6540064316,9540.64785993712
504,225,16,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.6006501678046,24.9846158987838,68.9373509839474,75.2673952026923,89.933884782,120.3698561,148.600650167805,8.6006501678046,13,0,1,1,1,0,0,244069.418387797,14663.5615837304,8583.40327518912,32135.0057232567,33703.3311780813,41089.4479499672,53298.1588004384,8583.40327518912
505,187,12,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.55824602066667,24.3930970604054,70.048215086579,75.8282100476923,91.044748884,121.4807202,148.558246020667,8.55824602066667,9,0,3,0,0,0,0,243122.780921434,13665.969483709,7636.76580882569,32608.1087575695,33525.3700852349,41212.7922042143,53550.272403707,7636.76580882569
506,295,10,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.43054051045977,23.8737727166486,71.1590791894737,76.3631158280769,92.155612986,122.5915843,148.43054051046,8.43054051045977,10,0,0,0,0,0,0,242191.312888663,12668.5956200305,6705.29777605496,33104.515879141,33376.3105228523,41359.8310196371,53819.6764064574,6705.29777605496
507,75,1,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.5888220802069,23.3164700784865,72.2699432913158,76.6946497296154,93.266477106,123.7024484,148.588822080207,8.5888220802069,1,0,0,0,0,0,0,241282.092687059,11671.3238262491,5796.07757445135,33623.4210512434,33256.6984192059,41530.5118989443,54106.3244606251,5796.07757445135
508,486,9,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.50689822188506,22.205605976,73.3808073936842,76.3861615830769,94.377341208,124.8133126,148.506898221885,8.50689822188506,8,0,0,0,1,0,0,240407.747483846,10674.3704768783,4921.7323712375,34163.5763759481,33166.6944003564,41724.3462511044,54409.7331017881,4921.7323712375
509,2573,34,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.37267317629885,21.0947418732162,74.4916714965789,75.695825445,95.48820531,125.9241767,148.372673176299,8.37267317629885,22,7,0,1,1,3,0,239590.511610094,9677.76455681514,4104.49649748576,34724.0633276965,33106.5927698161,41941.0789744025,54729.6936003946,4104.49649748576
510,1065,19,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.39381184560919,19.9838777711351,75.6025355986842,74.8878137261539,96.599069412,127.0350408,148.393811845609,8.39381184560919,11,3,2,3,0,0,0,238871.991775117,8681.62548844346,3385.97666250853,35303.913340444,33076.556266395,42180.3568549308,55065.9172075421,3385.97666250853
511,2095,62,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.15425556298851,19.4284509437838,75.3514553376316,74.3593940553846,96.347989136,126.7839605,148.154255562989,8.15425556298851,55,1,0,3,2,1,0,238328.071492565,7686.13441516037,2842.05637995684,35902.1882403063,33076.6667333697,42441.7985576126,55418.1079155546,2842.05637995684
512,1051,34,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.25595828406897,19.9115769118919,76.7362191302632,74.8735762315385,97.732752932,128.1687243,149.255958284069,9.25595828406897,30,0,0,1,2,1,0,238071.40230489,6691.58036546678,2585.38719228178,36517.982438592,33106.923909759,42724.9972353561,55785.9633350202,2585.38719228178
513,292,21,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.58445486474712,19.3561500848919,77.2916459586842,74.3181494080769,98.288179748,128.7241511,149.584454864747,9.58445486474712,14,2,0,3,0,1,1,238185.21153197,5698.45350931426,2699.19641936202,37150.4247692394,33167.2452347814,43029.5232925568,56169.175700955,2699.19641936202
