areaId,N1,w_total,Peri,Malabo,Baney,Luba,Riaba,Moka,Ureka,N2.ti_mal,N2.ti_ban,N2.ti_lub,N2.ti_ria,N2.ti_mok,N2.ti_ure,N2.to,t.ti_mal,t.ti_ban,t.ti_lub,t.ti_ria,t.ti_mok,t.ti_ure,t.to,t_mal,to,ti_ban,ti_mal,ti_lub,ti_ria,ti_mok,ti_ure,d.to,d.ti_ban,d.ti_mal,d.ti_lub,d.ti_ria,d.ti_mok,d.ti_ure,d_mal
283,53,8,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,11.9084821172184,14.9606840964595,80.2057272534211,69.6540834092308,101.202261044,131.6382324,151.908482117218,11.9084821172184,6,1,1,0,0,0,0,242420.523867014,3345.15870573649,6934.50875440584,44091.5910370894,38010.168272457,48894.2918429712,62298.9850953181,6934.50875440584
329,316,15,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.82458639417241,22.6297529852703,72.332775238421,76.3250495353846,93.329309036,123.7652804,147.824586394172,7.82458639417241,15,0,0,0,0,0,0,241689.039500274,12865.4191485441,6203.02438766608,35704.661948285,36333.6755085352,44306.6687125586,56690.1121804984,6203.02438766608
330,108,2,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.5182523724023,22.9169659345405,73.7308313707895,77.0141363123077,94.727365154,125.1633365,148.518252372402,8.5182523724023,1,0,0,0,0,1,0,240692.960841971,11884.7620661594,5206.94572936284,36186.2141949329,36223.783114367,44465.9707490975,56962.2398863474,5206.94572936284
331,484,13,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.47054607165517,22.3615443437027,74.28625296,76.7069966942308,95.282786748,125.7187581,148.470546071655,8.47054607165517,13,0,0,0,0,0,0,239698.082143576,10907.3658965334,4212.06703096801,36688.6406687542,36141.1693258896,44647.0550635529,57250.5042900574,4212.06703096801
332,123,6,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,7.66942273829885,20.9634882127568,73.9990400089474,75.5089751969231,94.99557382,125.4315452,147.669422738299,7.66942273829885,6,0,0,0,0,0,0,238705.515098843,9934.19279174808,3219.4999862352,37211.0960552921,36086.0216199296,44849.6579977925,57554.6631393225,3219.4999862352
333,1881,69,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.55354058471264,21.2507011619459,75.3970961431579,75.9670870919231,96.393629938,126.8296013,148.553540584713,8.55354058471264,66,0,0,1,2,0,0,237718.344738259,8966.61787337463,2232.32962565056,37752.748672893,36058.4659689255,45073.4892905329,57874.4657383773,2232.32962565056
334,11234,390,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.70188347305747,20.6952795713513,75.9525177302632,75.5575132576923,96.949051532,127.3850229,148.701883473057,8.70188347305747,369,4,1,11,4,1,0,236749.284478793,8006.67043470793,1263.26936618486,38312.7842882296,36058.5654659244,45318.2342972955,58209.6541819772,1263.26936618486
335,19485,595,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.07738831611494,19.4872315817838,75.4693802207895,74.3967198046154,96.465914028,126.9018854,148.077388316115,8.07738831611494,382,88,0,95,19,11,0,235936.390945977,7057.46344181781,450.375833369167,38890.408639287,36086.3198279446,45583.5560854166,58559.9642052362,450.375833369167
336,17457,472,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.64940324634483,18.3763988966216,76.5802129092105,73.3137193561538,97.576746718,128.0127181,148.649403246345,8.64940324634483,391,29,2,34,15,1,0,236382.819688676,6123.99268675704,896.804576067461,39484.8499632596,36141.6653992298,45869.0976967414,58925.1262469815,896.804576067461
337,15012,320,0,1,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.22687076848276,16.1547335776757,77.5249854021053,71.0920540403846,98.521519214,128.9574906,149.226870768483,9.22687076848276,267,21,2,21,8,1,0,237329.952706136,5214.71556472788,1843.93759352773,40095.360057581,36224.4755538329,46174.4838258111,59304.8657645923,1843.93759352773
338,6008,138,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,9.48839277782759,15.6167271715946,77.7557887442105,70.5366376961538,98.752322538,129.1882939,149.488392777828,9.48839277782759,88,10,21,14,4,1,0,238312.740692667,4344.84758522676,2826.72558005902,40721.216273981,36334.5624754134,46499.3235070906,59698.9046256859,2826.72558005902
339,3051,96,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,10.0139599507126,15.1125825137568,78.3112050892105,69.9812213538462,99.307738886,129.7437102,150.013959950713,10.0139599507126,73,2,14,4,2,1,0,239303.746078447,3543.53083393834,3817.73096583847,41361.7219733013,36471.679208914,46843.2120595932,60106.9616317391,3817.73096583847
340,313,13,0,0,1,0,0,0,0,189560,27025,6434,2187,680,64,1071785,10.5693762938391,14.7154003589189,78.8666214244737,69.4258050130769,99.86315523,130.2991266,150.569376293839,10.5693762938391,8,0,5,0,0,0,0,240297.894149623,2868.795073847,4811.87903701462,42016.2072228948,36635.5222285299,47205.7331774039,60528.7532848903,4811.87903701462
386,572,29,1,0,0,0,0,0,0,189560,27025,6434,2187,680,64,1071785,8.03988599535632,23.3411117818649,70.9720618894737,76.0431586669231,91.968595686,122.404567,148.039885995356,8.03988599535632,27,0,0,2,0,0,0,243694.311833041,14710.3343031184,8208.29672043335,33911.0043355258,35656.334302464,43065.7661927649,55228.5057670837,8208.29672043335
